,users,ratings,shorts,times
436,D野千寻,4,"“我会给他一个无法抗拒的条件。”马龙白兰度饰演的教父维多科里昂做事谨慎有分寸，“我花了一辈子时间学会了‘小心’”，“不照顾家人的男人不是真男人”，科里昂阁下的迷人之处在于大权在握的良知，在于世事浮华中知道轻重，在于他时刻让自己保持的清醒。而阿尔帕西诺饰演的小儿子迈克比父亲凶残，比父亲果敢。导演科波拉无疑是派拉蒙最终做出的出色选择，而科波拉坚持任用的马龙白兰度和阿尔帕西诺也成功塑造了荧幕经典形象，一切在意料之外同时又在情理之中的事情都是最好的安排。",2018-09-08
437,貓頭一,4,它之所以是经典的原因之一，即被观看时脑子里同时回忆起小说那些句子的描写。,2012-08-31
438,方芳,1,又臭又长的垃圾电影。我真不明白你们为什么那么爱,2009-12-15
439,韭菜炒大蒜,4,这男的移情别恋的太快了吧，果然女人如衣服啊。很喜欢其中一个设计——还人情，盗亦有道，人脉很重要。其实对于白道来说，黑道更直接，更冲动，更原始，更暴力，因此付出的代价也更大。mike学会了冷血，学会了欺骗最亲的人，现实逼着他从一个正直的人变成了教父。还有我说男主那么眼熟呢，闻香识女,2012-04-29
440,居无间,5,新任教父接受洗礼时那段交叉剪辑真帅。新任教父冷酷果决，不同与其父拉拢朋友交易人情的方式。最后门一关，与亲人之间有了隔阂，这也异与其父保护家庭的理念。新官上任得组建新的领导班子，一是建立自己的权威，二也有利于与时俱进。,2013-02-18
441,Ace,5,I spent my whole life trying not to be careless. Women and children can be careless. But not men.,2014-12-08
442,kathy,5,不喜欢黑帮，但是不得不承认马龙白兰度和阿尔帕西诺演得太好了,2012-09-03
443,茶根,5,只有到了一定年龄，才会深爱这部电影。 AlPacino在葬礼上冷眼旁观每一个献花的人那段太赞，一部男人的电影。,2010-12-17
444,魂,5,第一遍不是很欣赏的来。放放再看，真是气势磅礴~,2014-02-08
445,无名无幸,5,"值得深思，教父一生杀过人,卖过私酒,收过保护费,最后的主营业务是开赌场.但他却对娼妓行业和毒品业务表现出巨大的抵触,这种近乎荒诞的恪守让他付出了巨大代价.世界上究竟还有多少值得恪守的准则?究竟还存在多少能让自己恪守某样东西的傻子?能够真正恪守某样东西,这种行为无疑是宝贵的. ",2018-07-07
446,断肠人在刷牙,4,真的不错！有几场戏紧紧地抓住我的注意力，尤其麦克掏枪那一段，不足之处是全片稍显亢长！,2013-11-27
447,eyHanAKo,5,Godfather 永遠是空前 No. 1 Gangster Movie，能否永遠絕後成為第一雖然不能肯定，但至少今時今日還是我心中的第一。,2013-05-25
448,CC619,4,作为女生，并不能太了解那种精髓，也许等我更成熟些，再回顾这部经典,2010-12-12
449,膏膏,5,节奏缓慢，剧情沉重，完全没有多余的对白、配乐和场景。大师级作品，不用我再多说了，教材片！,2010-05-23
450,Tacitus,5,如果这是一个关于大好青年受家族命运束缚的悲剧，那么幽远悠长而仅仅略带伤感的教父华尔兹显然不够悲怆。麦克并非无从摆脱家族的命运，而是在危急关头自己选择了韦伯所说的’责任伦理’，承担起‘保护家族(安全)'的责任。后者存在着一套与自身目的匹配的行事逻辑，甚至在与家庭价值冲突时须给予优先性；麦克后来完全被责任伦理吞噬(通过与凯特的关系展现)，这才是令人伤感的地方。时代感满溢了，老教父希望麦克从政，就是意识到在传统和个人魅力合法性(在第二部有更多着墨)都渐退后，要保持权威，就只剩下机构合法性这一道路了。麦克着草回来后和凯特在公园的对话是核心了，利维坦和黑手党在功能上是类似的(提供保护，主持(分配或纠正)正义)，规模不同，合法性来源不同。千百年江湖凝聚美国往事，timeless,2019-04-20
451,一路风景,3,可能年代久远，可能是黑帮电影的缘故，没有打动到我，不过，迈克很有范儿。,2010-08-01
452,李翎竹,5,05年的时候，有时间看，却错过了。10年下载的中文配音的，幸亏没看，之后看的原声的。超级经典的电影。,2011-02-26
453,McQ,5,再看一遍之后我发现 所有的黑帮片前半部都很好 后半边就不行了 只有教父从头到尾都这么刺激,2012-05-14
454,水生木,5,教父”维托·唐·柯里昂原来就是马龙·白兰度演的啊,2010-04-07
455,歌辞,5,作为一部男人必看的电影，我倒认为未必每个男人内心都有一个狠角色以及那么强烈的责任感。人间的教父相当于半个天父，呼风唤雨，无所不能，却也有无可奈何失声痛哭的时候。西西里《温柔的倾诉》终归不是世外桃源，却也是一曲终生难忘。年轻的阿尔·帕西诺和年迈的马龙·白兰度相比，还是老人更性感。,2014-06-08
456,易臣,5,"柯里昂黑帮的至高理想是建立一个王国然后对一群人负责,一个看起来天真的追求可以很霸权血腥但照样很有担当很诗意",2012-06-29
457,邦邦,4,几乎任何一个经典电影榜单的前几位都有它的影子，可节奏慢到让我无法忍受，三个小时分两天看完的。个人阅历有限，欣赏起来有压力，不评价。经典未必适合，有的是兴趣使然，有的是时机不对，这一点读书和电影同理，没有什么必读和必看。好的文艺作品，可推荐，莫强求。,2011-03-27
458,想我说yes,5,最后的杀人的镜头让我感觉到热血沸腾。。,2011-06-07
459,Miss Me,5,脆弱时间到，我们一起来祷告……,2012-07-18
460,苏莫言,4,当时是因为看到太多说此部电影经典的话，才最终决定看看，一探究竟。第一部确实不错，教父，演出了教父的那个派头，喜欢西西里，喜欢意大利黑手党式的黑帮电影，别有一番味道。,2011-02-12
461,noname,4,下一步 http://movie.douban.com/subject/1299131/,2012-10-28
462,作别灵,5,它就是我们男人的圣经，那里面包含了所有的智慧。,2007-08-24
463,Windowpane,4,倒叙着看完了教父三部曲，maiky的一生似乎也似倒叙般缓缓铺陈开。最后看的这第一部，maiky尚还年幼，对父亲的爱跟敬，对家族的爱胜过一切。而老一代教父，从容不迫地享受这个称号。有人说的好，对于教父，父亲是主动且乐在其中的，而儿子却在艰难时期扛起重任，责任多于享受，却孤独终老。,2016-06-08
464,下雨不愁,5,This is men's world.,2013-08-09
465,Rice,5,确实是是男人就一定要看的~~~,2010-05-11
466,宋痴,5,最近5年且接下来很长的人生要学习的内容：人性、金钱、权力。,2015-07-21
467,29,5,人生若想看电影 从教父开始,2010-05-25
468,白小白,5,一种优雅的狂暴、平静的残忍、化妆的邪恶，如同毒蛇与猛虎的混合体。,2010-02-28
469,"一""一",3,男人成长。完全掩饰不了自己的血液。家庭，儿女，是一生平凡的终极追求。大名气的黑帮片总是这样结局。怎么回事？,2008-05-30
470,arckys,4,没预期的好，micheal的角色要比白兰度演的教父出色。,2012-12-13
471,Keyser Soze,5,我真的不知道说些什么，剧情就不说了，表演简直神了。我从来没有感觉到一部电影可以牛逼到这种地步,2014-04-30
472,深层次空间,5,I'm gonna make him an offer he can't refuse.,2013-10-29
473,拉姆,5,好喜欢。中间提心吊胆很怕突然一支冷枪，体验了一把黑帮的生死一线【并没有】，叙事特别好，很经典的王道取胜。大家族感情、父子角色、对外之仇、内部清洗，都是要点。,2018-04-06
474,Neil,5,家族、尊严、权利、利益，美国梦操纵在少数人的手里，就像教父的logo一样，你是教父你掌握着一切，你还承担着一切的责任···,2009-08-11
475,Scarlett,4,最喜欢的是帕西诺厕所取枪刺杀的那场戏，是个英雄，有点荆柯的味道。还有那匹马的头～,2011-04-20
476,乔里森,5,"当你说不时,你要使不听上去象是一样好听。",2011-05-17
477,秋子酱,4,看了好几遍，每一次感受都不一样，其实关键台词和情节几乎要背下来了，但还是喜欢。忍不住开始想念曾经送我原著的那个人,2017-03-14
478,Di-Dar,3,"这电影哪好?我也是带着这样具2的问题看完了这部电影..""男人的圣经""...我怎么都觉得一般...也许真不是我喜欢的题材...不过我第一次知道原来阿尔*帕西诺年轻的时候这么这么的帅啊!!!",2009-06-03
479,阅微草堂,5,至今还被那个画面马头的场面所震撼！！,2012-03-27
