,users,ratings,shorts,times
129,蜉蝣,3,看几遍都不喜欢。,2011-02-04
130,Y.15,5,确实是个男性电影 看到里面有个角色叫Luca的时候忍不住笑了哈哈 好久不看稍微复杂的电影了 有的地方还是要稍微理一下思路 某ka之前还叫我去看书 等把手头的书看完了就去看 不过跟基佬说的确实想再多看几遍 老爷子死之前和孙子在一起内段儿的感觉真好 马龙白兰度真是有魅力,2011-11-10
131,德拉库拉拉,5,"2007-11-20 22:27:17 10/9.2(276626) #1|| 2010-6-7 21:42:16
",2007-11-20
132,Squidward,5,2009-05-18/特深沉的。。。想说一句话，进去了，真的很难出来了。2015-08-20/教父初代目真心特别好 纳爱斯 人品拔高,2009-05-18
133,灿烂星光,5,难得的小说和电影相互成就的佳作！PS看了公民凯恩再来看教父，马龙白兰度的教父灵感来自于奥逊威尔斯,2012-06-18
134,芹泽虾饺菌,5,七八年前，怎么都看不进去，现在看，确实还不错，虽然这个题材我还是更喜欢[美国往事],2012-01-18
135,二级发呆员,5,“永远不要对别人说出你的想法”“关注家庭才是个真正的男人”电影给人的震撼无非是风景、剧情和人物，而一个内心强大的人物模型，能让一部电影给人的意义不在于观赏，而在于立志做画中人,2011-08-08
136,今天活下来了💦,5,比美国往事这些类似的黑帮片好的很多，麦克的成长真让人惊艳，不过他真是撒谎撒的不知廉耻。老教父死的时候场景安排的相当好。总之，经典就是经典，没得商量。,2013-05-23
137,弗洛儿,4,人应如何在罪中生存，实际又是怎样在罪中生存。20：00——23:00，整整3个小时，和我妈一起放着家庭影院看完这部片。,2011-01-16
138,了不起的花轮君,5,怎么看都觉得麦克才是主角。他的表白是我见过最给力的：我希望她多一个丈夫，而不是少一个父亲。ps.摔盘子戏比枪战更给力！,2011-05-25
139,铁皮骑士,4,看了一，觉得不错的，可以继续看二，三。反之，则不用。用句中国话说，“讲的无非是，江湖。”,2007-02-06
140,Mandy,5,“无法和家人一起，不是真男人”小儿子当上家族长的成长故事，3h都很好看，情节好看节奏好看情调好看台词也很好看，适合回味的经典。,2012-08-13
141,茧.,5,既有恢弘大气又有沉稳细腻，面于历史变迁的家族兴衰史诗，“千万不要记恨你的对手，这样会让你会失去理智”科波拉对于光线营造叙事氛围的掌控能力堪称完美，独特的配乐使用，加之马龙白兰度和阿尔帕西诺两代教父的戏内融合度和精湛演绎也无可挑剔。,2018-06-29
142,yuanhan,5,马龙白兰度。科波拉。这部片子百看不厌。摄影的质感，每场戏的质感都太好了。,2011-01-21
143,戈尔,4,不是粗暴 是博弈 相比而言 反倒是更加醇正的爷们片儿 教父就该是这副模样 不卑不亢 处乱局中收放自如 回到电影本身 【教父】对细节要求非常到位 音乐服装与场景人物设置以及剧情推进结合得恰到好处 沾着浓郁韵味的曼陀林琴声 悠然道出柯里昂家族的黑帮史诗,2011-11-17
144,苏晓晓,5,超经典的作品,2017-02-24
145,Ctabciysvdbf,5,"""Because a man who doesn't spend time with his family can never be a real man.""",2017-05-11
146,天诛·可而keer,5,平缓的节奏蕴藏着巨大的权威和张力，音乐舒缓淡淡忧伤，利益博弈人性冲突。无论是演技还是镜头、音乐的运用，都给人以一种美的享受。千万不要记恨你的对手，这样会让你失去理智。,2013-01-28
147,煎炸菇,5,电影删太多情节跳动太大（人物性格转变和家族落寞都过快），四颗星加一颗给马龙,2012-09-21
148,U 兔,5,明白了什么是好片儿～2015.8.8重看，果真是好片儿啊，好得惊人，神编剧怎么这么会编把每个人弄得帅死了，每个人都很帅很范儿，无须过多言语，用镜头就搞定了啊。大场面这么难拍怎么能弄得和纪实一样，太神奇了。真是大片儿。节奏也很好，一直很抓心而且剧情人物关系都很复杂终于看明白了。太强大。,2009-05-21
149,Morgan,3,"3分给IMAX的特效，太爽了！！不过银幕没有我想象中的那么高，5层楼。效果太爽了。 
",2011-12-18
150,Fantasy,4,每年看一次，已经第三次了，还是真心觉得没有《好家伙》和《美国往事》好看。,2012-09-10
151,心是孤独的猎手,5,偏暗的镜头配合隐晦的画面确实增色不少，叙事手法和配乐也是亮点，科波拉神人,2013-10-23
152,小陈不吃葱,5,"【SSS】

2019.7.25二刷，【B－】升【SSS】
在座位上说不出话。
垃圾的不是电影
永远是我",2017-07-15
153,CNFeat,5,2006年，第一次看这部电影看不懂，看得只想睡觉。时隔六年再看，电影没有变，只是看着看着，越发觉时间的沧桑感，就像Al Pacino一样，一切突然而至，但也得要从容面对。生活都很艰难，谁不是呢？,2010-02-04
154,Maruko,5,"必看电影之一，需要沉下心来细细品味.
最喜欢新生儿在教堂接受洗礼那段，教堂之外，死亡正在蔓延的感受......
整部片子在平缓的节奏下蕴藏着巨大的张力，配乐舒缓伴着淡淡忧伤，无论是二位教父的演技还是镜头、音乐的运用，都给人以一种极致的美的享受.",2014-03-10
155,饱肚师叔,3,"结尾处很震撼啊,教堂里洗礼和杀人交错,也许想要成就什么就要先放弃一些东西,这是不变的法则.",2012-01-27
156,MSatanD-X°,3,如同不明白 No country for the old man一样 不明白为什么这部电影是经典 不明白为什么,2009-03-24
157,浣熊市逃生选手,5,跪趴在马龙白兰度面前。最爱的场景还是结尾处清扫五大家族，教堂内洗礼与教堂外的杀戮构成了教父的两面性。徒利+海怪【等等,2012-04-25
158,Daisy♫,3,看了书再看的电影。马龙白兰度演绎得确实传神。没有流失一点文字中的细节。不过因年代问题吧。对电影不是很感冒。,2008-02-12
159,Teemo,5,"1945年夏天，美国本部黑手党科莱昂家族首领，“教父”维托·唐·科莱昂为小女儿康妮举行了盛大的婚礼。“教父”有三个儿子：好色的长子逊尼，懦弱的次子弗雷德和刚从二战战场回来的小儿子迈克。其中逊尼是“教父”的得力助手；而迈克虽然精明能干，却对家族的“事业”没什么兴趣。 
　　 
　　 “教父”是黑手党首领，常干违法的构当。但同时他也是许多弱小平民的保护神，深得人们爱戴。他还有一个准则就是决不贩毒害人。为此他拒绝了毒枭素洛佐的要求，并因此激化了与纽约其它几个黑手党家族的矛盾。圣诞前夕，素洛佐劫持了“教父”的",2007-08-16
160,seabisuit,5,每个男人都有一个成为柯里昂的梦，我的迈克尔大银幕终于实现了，黑白阴影脸的家族荣耀。北影节资料馆4K修复。,2015-04-11
161,Saoirse,5,He never asks a second favor when he's been refused the first.,2010-09-18
162,旧书君,5,"是黑帮片的顶点，但不是电影的顶点。时代考验下的经典其实是可以质疑的，但是经典之所以是经典的原因在于它超脱于第七艺术电影的范畴成为历史本身。Al Pacino年轻的时候是帅得过头了，哦，（系列）还成就了两个电影时代的交接和分水岭。
",2010-10-11
163,人生苦短发,5,大家都喜欢二，我最喜欢的是一，那种老教父的风度，那种慢节奏让你又怕又敬又想亲近,2011-09-19
164,受伤鸽子往南飞,5,如果说《古惑仔》是一个少年的江湖梦，那么《教父》就是一个青年的江湖梦。只有男人才会迷恋江湖中的尔虞我诈、血雨腥风~权利是男人的游戏~,2012-09-01
165,白猫警长,3,看了这个片子后，觉得社会太黑暗了。前面太拖沓了，结局处理得很好。,2009-11-27
166,俏皮不俏皮,4,2020.10.31 10年后再看，绝了！//其实，貌似没有。。很透彻。。人物太庞杂。。我只能说我看了个大概~ 需要推敲，需要推敲啊~,2010-07-17
167,Marni,5,一辈子只能看一部电影的话我就选这一部。btw，我最喜欢的角色是桑迪诺·考里昂，超爱他！！,2010-07-01
168,墨,3,"应该说是男人必看的电影吧。家族、责任、都是一个男人必须要承担的，不管曾经的你多么的质朴，你的理想终被现实击破，你必须走下去，不管前方的路有多么坎坷，作为一个男人，这都是必经之路。正如影片中的一句话：女人和小孩可以无忧无虑,男人不行。 ",2011-09-26
169,prost,4,一个大佬的养成——传统商权电影，所以全都是男人没女人什么事儿，换个政治场景也是这样拍。sonny的人格塑造得太极端，配角拉远镜头的时候演技太敷衍，同年代横向比较BGM过誉，另外Don Vito角色音极度难听……ps:看到无数后来电影抄袭的影子啊~,2019-01-14
170,[已注销],5,教父第一部，帅气啊。。。不过，科波拉居然拍了三部。。。- -。。。尼玛！,2012-08-15
171,drunkenstain,5,看第三遍［教父］，原来这就是惠特曼所说的 innocence lost，一部个人和家庭的史诗。迈克一开场对凯说：那是我的家庭，不是我。但最后，他心甘情愿地拥抱了家庭带给他的羁绊，人不可能不活在家庭的坐标中。原著里那句话——“一个人只能有一种命运。”给我印象深刻，原著很好，但终究只是通俗文学，电影是完美的，尤其是受浸礼那一段的处理真的是超越了原著。Corleone always pay their debt.,2017-06-04
172,van,4,连电影的拍摄手法都带着克制和隐忍，我最喜欢的人还是这与父亲智慧远远背离的sonny boy,2016-09-22
173,月野狗,3,满足各年龄段男性中二病。,2018-06-26
174,古怪因子,4,正如辛普森中印度人就是便利店长意大利人于老美就是黑帮头目，估计源头从这来。我就是看不下这种男性主义极强又深刻内敛沉稳的片，太闷了,2011-03-12
175,马拉河的斑马,3,虽然它是经典，被誉为男人必看之作，但我真心不喜欢，看了想睡觉。。。,2012-07-23
176,冯伊,4,人在江湖，身不由己。乖乖仔变成黑老大的故事。白兰度用一部电影教无数男孩变成男人，而自己在真实生活中却是个十恶不赦的杀千刀。现实总是残忍，电影，大家还是看看就好。,2013-12-14
177,铎奇,4,al pacino年轻的时候好像jake gyllenhaal和dustin hoffman的合体啊啊啊……,2010-06-05
178,bay135,5,高中的时候看过一遍。。当时觉得剧情不错，但是有些冗长。今天再看真心无话可说了。。这是黑帮电影划时代也是集大成的一部作品，每一个场景甚至是镜头都渗透着意大利黑帮的优雅和霸气，而整部观看下来你会认识到权利，欲望，你会体会到为什么男人都喜欢这些。,2013-08-25
179,livin,5,前段还看得一般般，到为父报仇刺杀的那一段我确信我看的是9分片没错,2012-09-03
180,海南鸡饭,3,2006-9-29 一直以来对这部片的经典程度非常质疑。开头那20多分钟的家庭聚会真地是闷... 2017-6-4 有幸在电影院看了一遍，十几年过去，慢慢看出了它的好,2006-09-29
181,18280,5,应该删了很多情节。故事不大连贯，感人至深，男主演技超神。情节还行。,2013-12-27
182,橘子辉煌,4,一部教父，男人的圣经与智慧，看似风平浪静下的波涛汹涌，家族利益悠关，性命悬于无数人的景仰与捧杀之上，做人难，做男人难，做教父是难上加难,2008-03-01
183,Ou,5,最后洗礼与谋杀的交叠，最后面对的凯的门慢慢关上，实在是牛,2008-02-02
184,nrty,5,中学时，老师时不时会利用连堂课的时间，安排几次看电影、看录像的活动。英语课上，初中时看了阿甘正传，高中看了教父1和逃离克隆岛。语文课上，高中时看的是唐之韵。这个午后，重温教父，满是怀念,2015-03-15
185,巴巴罗莎蠢猫脸,5,马里奥·普佐的原作确实很赞，科波拉能将其完美影像化在我看来如若奇迹。,2012-01-30
186,Bill,5,UNDERWORLD 影史上的群众口碑经典之作,2007-05-06
187,沉默在冥王星下,5,导演、编剧、摄影、表演、录音...教科书中的教科书，展现了导演极强的掌控力，当得起经典好莱坞电影范本,2013-07-17
188,青少年怪物,5,很喜欢马龙白兰度的表演，一个活脱脱的绅士而不是黑帮老大，只是戏份太少，Al Pacino当时的演技和白兰度比还是嫩了点，不过心狠手辣是我最喜欢迈克这个角色的一点。,2011-06-06
189,kobie,4,白兰度的演出是最大亮点。不过片子里硬伤不少，尤其不能理解5大帮派的老大是这么容易就能被做掉的,2010-04-22
190,Alarmmy,5,Luca Brasi没有看书时候想像的凶猛。教父听到他的大儿子死讯时候的表情演得太好了。,2009-09-15
191,朵夏以以,5,"五星都给Don Corleone。气场无人能敌。
2016.3.19和男友重温，依然被震撼到失语，即使看到凌晨一两点还不忍睡去，情节紧张，教父演技超神",2011-08-04
192,YI,4,说白了不论在中国还是在外国 都是有钱人的天下 有钱有权就意味着你想叫谁死谁就立马能死 ！！！当然你还可以做做公益慈善什么的来让自己的良心觉得原来自己还是个不错的人！,2011-01-27
193,占逗鸡,4,没想到七几年的片子能这样一口气看下来，镜头不玩花样，剪辑也不花哨，卖点就是剧情。冲动是魔鬼，黑道的那些规矩放在今天一点也不过时，永远不能让你的敌人知道你在想什么。局外人只能看到一把手的光鲜，却看不到维系平衡的艰辛，坐在这个位置，无非为保家人平安，家族是第一位的，叛徒只有死路一条。,2014-04-07
194,三十,5,没有辜负两个多小时的淡定，每一个镜头都饱满有力。20120601下午重看，重温和细节的推敲。,2009-07-28
195,张腾讯,5,维多克里昂阁下那含糊沙哑的嗓音，淡定定的稳重，真是喜欢啊,2010-11-03
196,Thoreau,5,肃然起敬，很爱麦克，马龙的表演含蓄不失睿智，哀婉儿大气，To be a real man!,2010-08-05
197,Katrina,5,自小对黑手党的好奇和憧憬因此系列而圆满并终结（不过初中那会还比较CJ，冷不防地看到大喇喇的裸女顿时好不娇羞><~）,2012-01-07
198,[已注销],5,我不知道是第几遍，至少得有五遍以上。在资料馆大银幕就刷了2遍。每次看着看着就想落泪。尤其是看到年事已高的马龙白兰度。看完特别想嫁给Pacino。这片子我没法说感受，就是好到想哭。女人不要看，这是属于男人的片子。低级男人也不要看，你们看不懂。,2015-08-16
199,星爺,1,很垃圾的片子，情节冗长，对白无味，让人要吐。,2011-02-23
200,PAND4,5,第一個鏡頭：「我相信美國」，但鏡頭是...「全黑」畫面！！,2011-11-21
201,就要有够可爱,5,"没有理由不喜欢，是三部里最喜欢的。
看教父，看到了那么多的道理，但是看影评，却没看到人又提起，我也不愿说，或许有些东西，咱们都讳莫如深也就好了。",2010-08-11
202,只是一种情怀。,4,很老的片子。却一直被人们津津乐道。Mike 最后说：我只让你问一次，我的事情。她说：It's true. 他说：No. 魅力就在那里了。可是觉得难受。漂亮的西西里姑娘死后，若无其事地娶别人。。。,2011-06-25
203,洛洛,5,每个男人都应该看教父，它教给你男人的一生荣辱。每个人都都应该看教父，它教给你人生,2010-12-01
204,素衣染天香,5,谁能忘记马龙，白兰度那张隐藏在黑暗中孤独的脸。一代教父在面对所有的危险和敌人时都那么镇定，优雅。连痛苦都显得那么隐忍。当你回头去看这些神片。你会发现后面的很多你认为的好的片子，有很多都是在向他们致敬和学习。开场真是难忘啊。一个人坐在灯的对面，对着黑暗中的男人在诉求着，外面是热闹祥和的婚礼。里面在讨论着复仇等交易。而从麦克在医院里抚摸着父亲的额头，轻声说我会呆在你身边时。新一代教父其实已经开始蛰伏了。桑尼不会是继任人，只有麦克。他一边说我和我家族的人不一样，但最像父亲的反而是他。桑尼冲动易怒。嗯。主要是不优雅。可算知道那些黑手党爱情小说原型都哪来的了。。,2008-07-19
205,飞侠式拼搏,5,在黑帮片中，如果它认第二，则没有哪部片子敢认第一。,2020-04-30
206,NANA東,4,因为知道后面还有第234部所以马龙在花园里死的时候我真心以为只是假死，然后我一直在等他诈尸到出片尾曲。。。后来才知道234都是他儿子了，导致看的很憋屈，回头想想花圈那场爷孙戏真的很经典，都说这是一部男人必看的电影，也许我是一个男人就会给他五颗星？,2012-04-21
207,Lazy Designer,5,看过。家有D5，以后有PS3了就收BD。BD 720P重温，2小时57分！ 11/07/29,2011-07-29
208,极圈里的燕鱼,4,真正的经典是超脱于时间背景的，是人们反复模仿和致敬并引以为荣的。把波澜壮阔平铺直叙，得失起落而宠辱不惊，运筹帷幄且沉稳自若，这是大师的作品气概，也是一位出色的领导者应具备的品格。走钢索，舔刀尖，想放手抽离却只得越抓越紧，没有牢固的友谊和不融的对立，只有生长的野心和永恒的利益。观摩大师的镜头画面配乐布光，品读教父名头背后的五味风云。,2019-07-13
209,风满蜃气楼,4,4.5 家族之间无道义…兴衰荣辱，女人小孩只能作为弱鸡般的存在被保护，无论哪点都挺悲哀。阿尔帕西诺年轻时好嫩，不禁穿越到闻香里教育年轻小子的中老年他；然而麦克在感情上还是渣的。,2019-02-17
210,人気小圆头🔒,4,导演一直说，他最想拍的就是教父一样的电影。前几天重温了一下，前半段看得昏昏欲睡，特别是白兰度作为男一号不是躺在医院就是中枪。后半段突然惊觉，简直是黑帮片的范本，冲动的哥哥身死，父亲被害，不愿过问家族事情的弟弟不得以勇挑重担，歼灭叛徒，搞定长老。刘德华演过一个如出一辙。,2013-02-18
211,影中漫步,5,"尽管科波拉对片商的要求做了很多妥协,但最终证明,电影作为商业巨制挽救了好莱坞的颓势,同样不失为新好莱坞时代电影艺术的瑰宝.戈登威利斯对人物低调的用光是对好莱坞传统风格的大胆反叛.",2012-10-03
212,青（求己）,5,大音希声，大象无形，真正的高手是大隐隐于市，默不作声中就把事情做完了，寥寥数句就扭转形势，那种打打杀杀的角色不过是摆在台面上的棋子罢了，所以跛豪进了监狱而洪老爷回到澳门，至于五个亿探长雷诺则似曾国藩是另外一个故事了，中国的屌丝最多到跛豪的境界，而美国的移民则可做幕后黑手,2013-06-01
213,宝莲灯JOEY,1,《教父》 没有get到那个点，呵呵，好像真的是的和同事有这样的同感。 看之前是因为在一篇《晓松说》的文章里，听 https://www.douban.com/doubanapp/dispatch?uri=/note/631219827/,2017-07-31
214,梅婆小公举,4,黑道电影的开山之作，地位也堪称“教父”。都说男观众看《教父》能学习怎么做男人，而女观众看《教父》能好的更了解男人，然而首先这个男人得有马龙白兰度的气场和风度和修养,2017-10-25
215,sUsU,3,我也想要个马龙这么帅的godfather，我说：godfather，我想要间大别墅。然后godfather对着Tom说：给她二十八栋。hiahia....（幻想中。。）,2009-02-09
216,危如累卵塔卜卡,5,私认为其实迈克才是老柯里昂年轻时候真实的样子，致卡洛死地并且把丧偶的老姐送进精神病院这种事情估计山地诺这种冲动易怒性格的都干不出来，不管是胆识还是手段之决绝亦或者是扮演“两面人”的把戏，迈克较之于他的父亲是有过之而无不及，而“新教父”的诞生不仅与迈克自己的家庭背景，也跟他个人的经历有着紧密联系。,2018-11-15
217,被美人渡化的猋,5,记得是从哪看来一句话：如果一个男人没有看过教父，那他就不能算一个真正的男的。当然这句话说的毫无逻辑，但从一个热爱电影的人的角度出发，这话是行得通的。不要恨你的敌人，这会让你丧失判断力。眼泪只能让你遭受更严重的一击。不要对我说你是无辜的，这是在侮辱我的智商。句句都这么经典。绝对经典,2010-03-29
218,之晨,3,也许我在一个错误的时间点看了教父，以后再重温吧,2015-12-19
219,teenytiny Adel,5,"我很喜欢D9版页面Don Vito Corleone死时那块地,被风吹起来,有种繁华落尽又清爽又难过的感觉。",2009-07-28
220,流空破刃,5,去掉了几乎所有支线，砍掉所有耗时过长的枝枝节节，对比原作，短，明，快，但仍旧平缓冗长。重心全都集中在好学生转变成教父这一过程后，依旧完成了整个故事的完整叙述。最后讲，开头一段的改编太棒了。,2011-06-23
221,此在一刚.avi,5,哪怕你爹是马龙白兰度你哥是阿尔帕西诺，只要你是个女人，你仍然可以做个怀胎六月天天被老公出轨家暴直到总算害死了哥哥然后还要护着他的大傻逼。,2018-06-06
222,狄飞惊,5,慢得优雅，舒缓，给力，凌厉。,2011-06-01
223,misko cc,5,"經典的經典沒別的
我第一次看的時候竟然被嚇著了,自己一個人在家,看完了嚇著了,也特別有精神,不想睡覺,就把2也看了",2008-03-24
224,夜寻,5,从男孩到男人，才不是成为“教父”，而是反抗命运，不继承家业。就这点来说，他永远失败了。【20150704于中国电影资料馆小西天厅,2015-07-05
225,妙歌,4,"我爱ｍａｒｌｏｎ　ｂｒａｎｄｏ

When I saw The Godfather (1972) the first time, it made me sick; all I could see were my mistakes and I hated it. But years",2009-08-10
226,范喜来,5,是个男人都喜欢看，这话不假。190729重看。重看全是细节，印象深刻的部分纷纷重现。最难得是跟老婆一起看，她坚持看完了。她说要是自己一个人，早关了……,2016-04-25
227,高地清风,4,"""Where does it say that you can’t kill a cop?"" -- 让一切不一样的，就是这种“此物一出天下反”的逆向思维。",2011-05-26
228,大圣娶亲,5,再次重看教父，原来他一直伴随着我的不同阶段。每个画面都宛若一副油画，缓慢而又浓墨重彩的展开,2011-10-29
229,思思,5,如果说傲慢与偏见是女人的圣经，那么教父当然是属于男人的圣经。,2012-05-15
230,越小墨,5,让殡仪馆老板把自己儿子化妆那一幕，马龙·白兰度的演技…印象太深刻了。大一看这片的时候，完全无感，5年以后再看，太多不一样了。,2013-11-10
231,阡陌扬尘,4,马龙白兰度太有范了，尤其是中枪后嘶哑的声音更具威严感，不过身中数枪还活着是不是假了点，一开始没认出阿尔帕西诺，年轻时候看起来和达斯汀霍夫曼差不多，最后麦克解决那一伙人的方式感觉过于简单，太轻而易举，反而没了复仇的快感，毅种循环的结局给续作留了个引子。,2012-12-18
232,张子房,4,男性电影，我蛮喜欢看的，这部震撼到我了,2017-02-24
233,乐乐乐了,5,despite马龙瘫痪的下嘴唇 老教父的角色还是如此让人着迷 Al年轻时帅到没朋友 第一次杀人前30秒演技看过难忘,2016-04-28
234,易,5,历史第一电影，毫无疑问，教父是电影艺术的集大成者，故事，摄影，节奏，演员表演，内涵，史诗性，开拓性，毫无疑问，它是最好的，直到今天依然是最好的。,2009-07-03
235,Kueen,5,年纪太小的人还是不要看教父，有些桥段确实不容易第一遍就知道导演的用意，就像读大学时候的我，觉得教父还没《古惑仔》好看。其实当时是连第一场婚礼的戏都没看完，当时觉得又闷又不知道在干嘛？？现在看来，觉得第一场婚礼的戏细节非常多，几乎可以作为群戏电影人物介绍的一个经典范本，外面的婚礼以二代教父给女朋友的叙述，着墨不多，但是却入木三分地一一刻画了教父1的几个关键性人物的性格，而一代教父则在房间里接待了三波对情节都有推动作用的人，这种信息量的镜头语言，还有个印象比较深的是《蝙蝠侠》的前面2分钟抢劫银行那里。《教父》不亏为当代电影史上最伟大也最值得分析的电影，整个故事的叙述和结构都堪称艺术品，不过有些情节确实需要看了小说再来看更好理解。,2020-01-19
236,audair,4,我一般喜欢教父系列 但是真觉得男的没看过这片就不叫男人,2008-12-19
237,猪头妖怪,4,"""I'm gonna make him an offer he can't refuse""",2008-11-16
238,梦游,5,一直觉得时长太长 真正安心去看 到结尾的门关起来的时候 反而觉得意犹未尽 经典程度毋庸置疑 看的时候场景和故事的设置觉得过瘾 被两位主演的演绎深深抓住 画面延声还有蒙太奇的交错 使得同步的婚礼和帮务 洗礼和杀人深具视觉和心理的冲击 总之很过瘾 而且一直觉得能看到很多港片类似的场景和情节 哈哈,2012-03-31
239,xiphosura,4,我也没想到我会只给这部电影打四星……可是用现在的观点看这部称为史诗级的黑帮电影，中间的手法和叙事方式总有那么一点过时，缺乏新意（可能不应该用今天的技术去评价它），不过话说回来mike去赴鸿门宴的桥段真是看的人心潮澎湃啊~,2014-04-07
240,TimberNord,5,now we are talking,2014-07-05
241,Up222222,4,"麦克在小饭馆那段确实很经典啊``
但是我还不至于像本页面那么多脑残一样推崇这部片子···
为什么豆瓣喜欢装逼的人那么多呢",2008-07-18
242,茜茜,5,电影很精彩！但是个人认为所谓的标签”男人必看片”真心没必要。,2013-02-16
243,Creamarie,5,saw the series when i was young.i was scared that time.but impressed a lot.,2010-12-02
244,Sarcophagus,5,很low的在自己电脑上看的。,2015-04-12
245,喵小有为来欧欧,5,马龙的身后，遗留下一长串数字：1个不朽的角色——教父，5部经典的影片——《欲望号街车》、《现代启示录》、《巴黎最后的探戈》、《码头风云》、《教父》；6个自杀的情妇；17个律师；大约25个不幸的子女；1100万英镑的巨额债务。,2012-12-30
246,Alien,5,原来这就是＜教父＞啊，忍不住这样地感叹。三个小时的片长，开始看的时候还觉得是不是太长了，结果看下来不但不觉长，还有意犹未尽的感觉，但影片在新的教父诞生时结束，已经足够完美了。马龙•白兰度，你会在他的声音里得到心安，这就是教父；另一方面你也可能在他的声音里迎来地狱，这也是教父吧。,2012-10-01
247,tragic,5,"麦克是注定要接替父亲的，两个哥哥一个暴躁一个软弱，都不是当教父的好人选。即使桑尼被当做继承人在培养，他性格的缺陷也会早早送他上路。
电影节奏慢，需要慢慢细细品。
神父为婴儿在教堂洗礼，婴儿的哭声在教堂回荡，而在外面，在教父的祷告词中，血腥的屠杀，将死人的哀嚎也响彻天幕。
此处导演有意为之的剪辑，将麦克不仅仅在电影的黑帮势力中，也在观众心中，真正推上了教父的位置。
最后一幕，妻子问麦克是否杀死了自己的姐夫时，麦克否认了，妻子立刻选择相信。
人只愿意相信自己希望的。
妻子走出门看着所有人来亲吻麦克，尊崇他为克里昂阁下，妻子明白丈夫将走上教父的一生，一生活在黑暗中。可是妻子又无可奈何，当她选择上麦克的车时，她就应该知道，这一天终将会来到。
至少，桑尼是个好哥哥。",2019-03-14
248,24 K Pyre Hands,5,经典不愧是经典，有很多人说这部电影其实很催眠，但是我完全不一样，并且我还是那种看第一滴血都会有点困的人！超越时代的经典,2020-04-25
249,ChelseaQinWang,4,很多人觉得老教父说话很有feel……但我觉得实在太含混不清了，完全靠字幕。最后30分钟很有味道。,2014-02-24
250,Serol,3,脸盲症犯了 原以为我能和大众一样爱这部电影可是我真的对它很无感。。。,2013-11-17
251,吕莎,5,看一部被人说得无比经典的电影本身就是一个纠结的过程。我反倒喜欢去看完全没听说过的电影，然后如果好就会有一种赚到了的感觉。当然，也有可能很失望。教父的名声太吓人了，但还好确实是一部很好的电影。没给5星是因为教父并不是我喜欢的男人类型~~,2010-11-24
252,灰,5,嘴上承诺denounce satan的同时已经铺开漫天杀局....ps黑道家族里真是处处都有向教父致敬的影子,2012-06-28
253,Nicole Twinkle,5,"为什么马龙白兰度青年和老年的样貌差这么多？
",2012-08-11
254,饭夫斯基,5,make your mind always be cool,2010-06-10
255,兔子乖乖,5,经典需要时间证明，没错，是经典，不过好久没看那么复杂又长的电影，看的好累哟。,2011-08-24
256,韦恩斯坦_李,5,喜欢里面营造的气氛，主角的表演功力很强啊~！！,2008-02-04
257,麻花儿,4,蛮感慨柯里昂从叱咤风云到后来老态龙钟的变化，想起了身边的亲人，一个时代终会过去，新的时代总会到来,2014-05-29
258,枭笑,5,虽然我觉得它节奏和叙事很平稳 太平稳 让我一度觉得它只值3星 可最后的半小时对剧情意识伏笔的收拢还是很厉害 但我真的不喜欢这节奏   还有我很臣服于教父的人格魅力！！！！,2011-10-02
259,Dear Morie,5,多年之后再再看 才更能理解影片的伟大 当麦克从一个理想主义者一步步被现实推向残酷的现实 你甚至能感到他的眼神从一片炙热变得越来越冷,2011-02-27
260,dcrlee,5,艺术品，史诗，伟大，对这部电影的赞誉实在太多了。我觉得本片让我感到经典的因素其实是一种“范儿”，一种男人才能理解的精神内涵及其延展的意义。新老两代教父的为人处世，选择，对家人，敌人的种种态度，对于今天我的我仍然有很强的现实意义。马龙白兰度与阿尔帕西诺奉献了最为出彩的表演。,2014-01-06
261,你就是它,4,4K restoration、35mm,2013-09-16
262,edwardyang,4,"Even shooting your father was business not personal, Sonny! -------------------Tom Hagen",2008-03-31
263,Laven,5,最后一段神剪辑，纯洁的圣洗和血腥的杀戮交错，脑海里一遍遍回想着教父说的I do renounce them. 神级黑帮片。,2017-03-31
264,蓝 白,5,"黑帮经典。白兰度的演技，膜拜。（1）

坐标：札幌影院
影院二刷了4k修复的教父。相比第一次，关注到了不少细节。在叙事和剪辑上，叠化转场不生硬，整体一气呵成。迈克尔在教堂洗礼兼暗杀是全片最厉害的地方，神圣和黑暗的对比，暗示着迈克尔这个人物心理的彻底改变，这种改变也能够解释结尾他对妻子的回答。（2）",2013-09-30
265,maze,5,一直觉得marion brando一生最真实的心理状态都展现在那些不真实的伟大角色里，真实的生活反倒是乱成一锅粥。这部片子的厉害之处就在于它暗藏了太多的深意，里面的每一句台词都可以来回推敲，每一个场景都值得反复感受。这不光是一部黑帮电影，而是一部融合了社会，家庭，人性的伟大作品。,2010-08-24
266,姜枕人,3,7 Mar 2012。別的國家這種黑手黨情結就像我們看港產警匪片躍躍欲試的情結？即使看不懂這部陽春白雪背後蘊藏的深刻含義 連著兩天一夜看著馬龍白蘭度還是可以有所感觸 我有種隱隱浮現的念頭 「我真寧可去看回托馬斯曼的《布登勃洛克一家》」。,2012-03-07
267,小鸟,5,很好看，刷了两遍，我女的。老在评论区看有女生说看不懂，看不懂就别特意强调自己女的。,2019-07-21
