,users,ratings,shorts,times
378,昏昏糕🥱,2,。。。。。。。。。。。。。。。。。。。。@噗 你看我爱你爱到了一个怎样崭新的高度_(:з」∠)__(:з」∠)__(:з」∠)_ 【还有这个片子的摄影指导是谁。你可以申请加钱了。,2014-09-06
379,胡涵之,1,郭小四心里住了个姑娘吧,2014-09-04
380,O型血,1,https://www.bilibili.com/video/av13685695别出续集了，出了我也不看。Amber Kuo很适合演这种角色。https://www.bilibili.com/video/av2257341,2018-11-20
381,Kiki槑,1,小时代这一系列电影简直是中国电影史上的灾难,2018-07-24
382,水仙操,3,Neil 和Sue,2014-07-22
383,想要两个西柚,1,……这电影……到底是为什么票房这么高啊……无语明早……,2017-03-22
384,★冰凌宫★,2,整部影片总结就是无事生非，比起1和2的空洞，这部就是无底洞，前三十分钟你都不知道它想讲什么，其实什么都没有，就是为了让你看画面看纸醉金迷，凤小岳被替换掉也导致整个小时代环境人物包浆被破坏，但把小四完全否定太过愚蠢，我发现美国佬真的有关注他，尖叫皇后两季后在回看这片才令我后知后觉!,2018-04-28
385,陆壹,3,真羡慕还有好姐妹撕逼 特么的老子一个人看还最后一排 再孤家寡人的去超市 连个撕逼的人都没有.. 打车还遇见奇葩司机.. 以后终于可以说出“我的计程车来了 我要先走了”..,2014-07-20
386,MeetMeinaMaze,3,浮夸不接地气虚荣矫揉造作，就是我的guilty pleasure。,2014-07-18
387,彪悍素人,2,真的是脑残到底了,2014-09-01
388,番茄猫,1,实在看不下去了。扯淡的剧情，没完没了的慢镜头，自以为是的演技。。。,2014-11-23
389,小牛魔王,5,哈哈哈,2014-07-18
390,小满多多09,1,证明了这个时代的一部分，让后人想想为什么会有这样的东西,2017-07-20
391,四等人175,3,脸盲，发型一换，后期完全分不清配角。,2015-01-23
392,白开水,2,快来围观姐妹撕逼大战！（郭采洁演技有进步）,2015-07-08
393,十点ydyh,3,真的喜欢郭采洁的气质,2018-08-07
394,门萨的娼妓,2,这一部确实不行。话说小时代系列最好看的只有高潮戏部分，其余实在暴露导演的功力。,2015-07-16
395,小鹿,2,什么啊 浪费钱  两星全给服化道 我要在微信群里发小时代真好看 点赞的从此拉黑,2014-08-02
396,大施,3,三分 不一定能代表什么  反我看的挺过瘾的 香车美人 华服美男 装逼带劲,2015-02-27
397,好饿,2,“你就是在犯贱！”“对！我犯贱！”“你多高贵！”“我们就是你顾里养的狗！”这几句话每部必有！感觉就是每个人都怀疑自己在对方心中的地位，然后就互相甩巴掌骂犯贱，但是只要有人动我姐妹翅膀，一定废他整个天堂！【柯振东真的超级拉低整部电影的颜值啊！！！】,2014-08-09
398,杨小歪,3,前两部都看了 还差着第三部？||感觉智商一直被挑战。。。对的，我就是肥猪牛啦,2014-10-19
399,盛崖余,1,不是说圈钱不可以，但这样的水准真的突破了我可以接受的底线。,2014-10-11
400,西四小二,1,这一部撕的太硬了，很多地方无逻辑硬来啊。唯一一个有点儿演技的凤小岳还不见了。,2015-07-09
401,深津奈留,1,其实觉得未看1星挺低级的，但买票房炒新闻不能忍，低级就低级怎么样=。=,2014-07-28
402,全是奶,1,泰国狗血连续剧，暴发户吵架。,2020-08-18
403,半日生,2,真的毫无剧情感，一帧帧的画面飘过，好脑残,2015-02-07
404,Hope·太多,1,感觉导演已经完全放弃和非原著粉观众交流了。,2015-07-31
405,Mike Suen,1,这个系列三部下来，郭导发挥还是一如既往很稳定的烂，恩！推荐为年度必看之一！这剪辑，这特写，这演技，怎能错过？要不是因为小时代的票房，我们很难统计出中国脑残的数量，外国影评人肯定会说贵国带音乐的PPT，也能票房过亿~,2014-09-26
406,不加班的1122,1,懂个pi的电影，郭敬明辣鸡,2020-10-17
407,九亿少男的梦,3,撕起来撕起来撕起来 无撕逼不青春哈哈哈哈哈,2019-12-15
408,黑糖,2,时间煮雨响起我哭了，羡慕这样的友谊，所以多给一颗星。被定义为90后脑残剧，出于姐妹情谊被拉去贡献票房的我只能说郭敬明真的是个高手，简单的事情讲了2小时，极度物质，玩票高手，呵了个呵~幸亏只花了1块钱，不然时间金钱都搭进去会很让人郁闷。,2014-07-18
409,Emanuelle,1,一颗星给片里的一个360环绕全镜头。突然觉得闺蜜相比之下真是好看。如果让陈意涵演林萧大概不至于这么惨吧。,2014-08-04
410,Rated,1,删我评论也改变不了烂片的真想。,2014-07-20
411,Garing,3,画面和台词都很装逼，勉强能看下去，只是他们吵架和好的过程都很莫名其妙,2016-04-04
412,苏麻离青,1,这一系列电影完美地诠释了“场景的华丽堆砌”、“没主线即主线”、“如何塑造空洞的人物灵魂”、“论特写镜头如何滥用”等词句！中国电影的良心之作。,2014-07-20
413,我不是我,1,看这个真是刷题利器、刷题的时候开部小时代，基本能安心学习了。,2018-04-03
414,Aileen,3,看小时代吐槽已经成了保留节目哈哈，小郭同志你这应该继续拍下去啊，怎么第四部就大结局呢！,2014-08-11
415,鹹魚阿不爛,2,吵来吵去的,2015-12-31
416,王大盆,2,锦荣真的好蠢！！,2015-06-06
417,CREATINGO,1,谷阿莫 系列 5分钟！,2015-12-06
418,~~關寶卷卷！,1,怎么可以这么烂！！还我两块钱！！！！,2014-07-21
419,陈美美,3,不知道这样的电影为啥能拍到好几部，姑且给个三分,2014-07-18
420,WillRious,2,还只是颜值秀与服装秀，歌曲比电影好看多了。论疯癫唐宛如最自然，最尴尬是南湘文静的装傻和林萧的声音，姐妹（女生）说翻脸就翻脸，为男人为金钱为权势的，可是撕咬完又忘的那么快又和好了，电影剧情真的和这些女生一样不能理解：周崇光死，偷文件，财务总监换顾源，然后男女之间有的没的相互撕逼,2016-08-09
421,嘿嘿嘿,1,哎呀 怎么又哭了！！,2014-11-13
422,kazikazi🍑,2,想象去偷东西那里还挺哏儿,2016-01-17
423,赵敏🤤,2,只是为了看顾里和顾源。镜头、用光都美，就是剧情烂。,2014-07-27
424,橘子辉煌,3,一部超长MTV，这是部音乐电影，柯震东是来打酱油的，李贤宰还挺可爱，哈哈,2014-08-17
425,慕詩,1,郭小四拍电影还差点意思。,2019-01-10
426,Eva,3,准确的说这是给95后和gay们看的，其实也挺好，青春小女孩们约在一起，吃吃爆米花，看看鸡血帅锅，笑笑唐宛如，一下午的光阴就这么过去了嘛！这个时代的少女不再像80年代那样迷恋金庸琼瑶里海誓山盟的爱情，实际一点，拜金一点，再多点浮夸也是可以的，这个时代，就怕活的太朴素了，没趣味。,2014-07-24
427,笑笑笑笑笑,1,每一集都撕逼再和好，搞什么啊，彩蛋比正片好看,2015-02-09
428,梦野间,1,真的在一直撕逼，没有感动的地方= =,2014-07-26
429,百了断,1,就冲着《演员请就位》特来差评，三观不正的玩意,2020-10-29
430,孟三哥,1,才发现这烂片居然还有那么多部。,2018-05-17
431,阿奇波尔德,1,上海到底造过什么孽，这辈子要被郭敬明以这样的方式疯狂迷恋，上海标签被贴在这样一群衰人身上，上海人看了不觉得有被侮辱吗？,2020-01-31
432,改名还得30天,3,老郭 你自己说你拍的到底是什么？？？MV？？？相声 ？？？小说有声读物？？？？还是写小说吧 虽然坐我旁边的小女孩哭的连亲妈都不认识了………………,2014-07-27
433,Sunshine,3,这部剧情不如前两部丰富，前面节奏有点慢，但是有很多精美的画面拍摄。全电影只有一个高潮部分，就是活动后的分组撕逼。不过有一些点真的好好笑，最后也莫名的感动流泪了。7分吧~,2014-12-21
434,一枚头像,1,什么狗屎,2015-06-02
435,阳喵子,3,可biè他妈慢放哭的镜头了...不过顾准好帅，彩蛋也很用心的感觉。（要客观,2014-10-21
436,Alexander.,1,好精彩…,2015-10-03
437,NGC2237,4,各取所需，我看到我想看的、~~~不用动脑子的电影哈哈哈哈哈，看美男,2014-08-06
438,王一问why？,3,小四高贵冷艳，韩寒依旧儿戏,2014-07-27
439,怂囧小赫,1,不知所云的同时想问一句：“啥时候完结啊？真心扛不住啊！”,2014-09-12
440,常常被欺负,2,陈学冬帅是帅 暖是暖 脸也是僵的,2016-03-25
441,小白兔走钢丝,2,每个镜头都用了美拍相机么 情节拖,2014-07-19
442,帝企鹅的魔法箱,1,"节奏太快,所以会让人觉得很假,为了演而演.几个主演的演技都很做作,一切都活在幻想世界,永远无法接近正常人的生活,与现实脱轨。",2015-11-28
443,Ms.I,2,导演，你其实就拍你擅长的动态海报就好了，何必试图加点情节进来呢。,2015-01-12
444,莹小慢,2,后面的彩蛋告诉我们，逗比的人生好欢乐！,2014-09-04
445,岑带村儿,1,"上海哪来这么多雪
为什么总撕逼
为什么为什么为什么",2020-05-16
446,江湖骗子,5,"不是浮华梦 是姐妹情
时代姐妹花 永远 不分家",2019-12-15
447,小天叔,3,莫名奇妙啊,2014-08-27
448,keroro,2,"在安菲家和飞丁他们吐槽着看完的～其实也就看看衣服,看看上海,看看帅锅美女.剧情的话还不如1呢!平心而论,摄影方面拍得还是蛮好看的,演员也确实很养眼！我也挺受不了一些跟风的装B青年那么不待见小四~即使剧情再脑残,也不能拿别人的身高说事~至少他是靠自己的努力～",2014-10-27
449,momo包,2,为什么每一部都是开头洒友情非常友好，中间各自背叛，最后又壮烈地和好，这个套路用多了真心厌恶。,2014-11-18
450,godszoe,2,烂就一个字，我只说一次~,2014-09-06
451,腐草为萤,3,虽然还是很多MV的感觉，但是比12要好多了，最起码后半段故事还是很流畅的。而且很多搞笑的地方，以及小鲜肉们~咩哈哈~~,2014-09-01
452,满月,1,这真不是撕逼大战撕逼时代？——《小时代3：刺金时代》,2016-01-27
453,冥王星期一,2,比前两部要好，故事也更丰满，看完居然想去影院看4了。但众演员的假脸实在是太让人出戏。。。,2014-08-20
454,张师卿,1,bilibili上看了枪版，被精神污染的一天。谁说三部同一风格了，这部明显更烂。,2014-08-07
455,奶糖,4,我觉得挺好看的，评分怎么这么低......认为是小时代系列拍的最好的一部，四娘有进步＝ ＝   颜值很高的一部，各种撕逼，唯一遗憾的是去看的时候没有戴眼镜haha,2015-01-07
456,阿蛮,1,浮夸无脑的台词，挢揉造作的演技，毫无逻辑的撕逼，过家家的“商战”…衣服鞋包超土（除了fendi peekaboo mini）~比前两部难看多啦！郭听了一些狗屁意见，“改进”得没法看了，当然他本身也不会导。第4部？还是会去的，呵呵。,2014-07-21
457,Salyu,3,不在电影院看真的好浮夸。。。郭敬明是有多喜欢用慢镜头。。MV都没用这么多啊。。心机绿茶之后又来个秀友情坚不可摧也是醉了。。。,2014-09-23
458,袁月,2,郭敬明仍旧在撒狗血啊，只不过不是他爱她，她爱他，他不爱她的剧情了，而是他骗她，她骗她，她不知道她骗她，他知道她骗他，结果大家终于都知道，原来每个人都在骗，不过，最终他们又不介意了，又开开心心在一起了。,2020-11-13
459,Mo,1,都 好丑,2014-08-12
460,Firenze,3,第三部最后原因不明的撕逼超级败笔，能把原因说清楚么。第三部由于情节转折太多，很难描写清楚，也是一个不易。杨幂在飞机上的眼泪，还有后面的表现，演技真的很棒。,2015-04-26
461,寒  汐,3,还好顾里够强悍啊!!生活里逼撕成这样还能不能好好做盆友了!!一只两只都是白眼狼吃人家的住人家的还要冲人家嚷嚷 好吧这些暂且不表】彩蛋真是笑哭 这个也不表大家可以优酷自行搜索】我要表的是！！！那个在人选定妆公布时候我完全没注意到的顾准竟然辣麽帅！！！,2014-07-31
462,缅桂香,3,挺好看的呀,2014-07-26
463,youcat,1,被逼着陪男朋友看……好多吐槽点不过撕逼看得人还蛮爽的。,2014-09-01
464,让保罗切小田,1,这部外国宫廷剧告诉我们，孕妇可以假装大家都看不出她是孕妇，而整容可以治愈癌症。,2014-08-21
465,卢子鱼酱,2,神剧！,2014-09-13
466,🐔AlisOn,1,妈呀怎么可以这么难！感觉导演就是一味想向深刻面靠，搞得我尴尬啊…一个天天名牌从不同款的女人在大哭说人生烂透了穷死了没钱啊看得我呵呵了…不过男男CP点赞！,2015-04-01
467,无聊,1,什么都不想说了,2017-07-22
468,akuma,3,2.5星，看在国产份上给3星,2014-07-27
469,𝚓𝚊𝚜𝚕𝚎𝚎,2,自作孽，好好的周末夜看一堆假脸是干嘛,2014-11-01
470,保小罗,1,这是一部是给看过原著的人看的电影。,2015-07-12
471,Shawn_Chen,1,金玉其外败絮其中,2014-07-17
472,与影牵手,1,☆我是水军，我是专门过来打负分的。,2014-07-17
473,wohwoh,1,先打一星,2014-07-17
474,薄荷冰茶,1,比前两部都难看多了，前两部起码还有剧情,2014-08-29
