,users,ratings,shorts,times
173,[已注销],2,致敬了希治阁和戈达尔，你们大家都看见了么,2014-09-08
174,顾一,5,很喜欢，初三的美好记忆,2017-07-05
175,吃瓜少年,2,那个……衣帽间不错,2017-07-06
176,谭香山,2,我找那几个“向戈达尔和希区柯克致敬”的镜头找的多辛苦你们造吗……剧本依旧烂的不好意思叫剧本，演员没有丝毫演技可言，电影的审美在此完全失效。吐槽不吐了，心累。给两星是因为我真的觉得郭敬明很厉害，极其，非常，他是把握了时代潮流和心理的人，尽管所有人都希望它被把握在更好的人手里，暴君。,2014-07-22
177,左儿,1,剧情太复杂了看不懂我好心酸,2014-09-09
178,无非,2,一群碧池主演的超长超做作MV。,2014-08-13
179,皮卡丘与精灵球,3,"顾里这部三番。顾里人设好，依然喜欢顾里，如果第一部第二部林萧曾yy顾源和简溪，宫铭和周崇光是偷偷卖腐，那这部可就有些光明正大喽，顾里的表弟和弟弟是基友吧。
这部让我觉得郭敬明挺适合拍喜剧的，顾里和其他三人偷文件真是把人笑死。这部是四部中票房最高的，特别容易理解，的确最有意思。",2019-12-09
180,羊男的乌鸦,1,那画面太美我不敢看。小3让我记住了函数姐那硕大的鼻孔。剧情没看出跟1、2有何区别。我智商太低没看懂。,2014-08-06
181,元気一杯咪噶酱,2,哈哈我看哭了。。,2014-11-02
182,火锅,1,很烦欸,2014-07-20
183,xx@百年孤独,2,小四是可以的，我都走进影院捧场了。只是换了凤小岳，宫洺不再有霸气。女主角们不过是你骗我我骗你，最后纷纷被拆穿。顾源是对质戏里最有理最清白的一个人，可是依然敌不过顾里的巴掌，cici说，他们就是互虐的一对，谁也离不开谁，我觉得我和斌斌也是。7.26 with cici,2014-07-26
184,小饭子,3,槽点太多不知从何吐起... 不过里面的男生都跟小狗狗一样还挺萌的！,2014-07-21
185,二三子,3,我们矫情，我们互相隐瞒，我们互相背叛，我们全体撕逼，我们分组撕逼，我们穿貂在雪地里互相厮打，但我们知道我们是好闺蜜。#时代好姐妹# 谁叫你有钱呢？爱你，也爱别墅，香槟，名牌和貂。,2015-07-05
186,朝阳区陆依萍,2,特别特别不喜欢的一集，不知道在干嘛...,2019-03-06
187,皮卡丘Casper,2,因为免费票去看了首映 比一二部更差 撕逼撕得太无趣 纯粹已经变为一部拉长版MV和幕后花絮 要找优点的话...真的是很敢给特写 杨幂都丑成那样了还坚持不懈 部分段子很好笑 我爱唐宛如！,2014-07-17
188,JoeyLu陆柏宇,2,我发现这系列是目前在影院看的片中，唯一能让我走神的片，只能记住演员记不住剧情，还真怪有趣的。,2014-07-18
189,rivert,1,炫富长镜头，撕逼蒙太奇，郭导对中国电影两大卓越贡献。,2014-09-27
190,小贝哟,2,对小时代系列真没啥好感 没剧情 很尴尬 很混乱 多一颗星给郭采洁,2017-07-09
191,chan,1,吐槽此片立马拉高了众文青的逼格品味,2014-11-14
192,The Wanted,2,狗血一地,2016-05-07
193,流光溢彩`,1,这系列出续集的速度比我打差评的速度还快。,2015-06-29
194,瞧一瞧,1,拜金主义三观不正垃圾片,2018-05-26
195,旗子crow,3,摄影不错,2018-08-20
196,Dorothy,1,"想到整容這一招，真是神來之筆。整容變外國人，易過借火。
",2014-11-27
197,20thCenturyFox,1,跟那個拖家帶口當戲子搞地攤文學的韓寒的《後會無期》一樣，不管看沒看都是要給負分噠,2014-07-18
198,坍塌,1,差评差评，没有凤小岳演宫洺太差评。,2018-10-03
199,虾坨坨艺仔,2,无法理解的逻辑和转折，一边讽刺友谊，一边歌颂友谊。不过，必须得说，虽然不喜欢这套书和这部电影，但是比起韩寒，郭敬明真的可爱十倍不止,2014-07-21
200,爱与诚,2,好像有钱人的日子不错，友情也不错，但是还是喜欢贫贱之交？,2017-09-08
201,穆如初,2,嗯....剧情完全乱的逻辑完全乱的....嗯...看看帅哥美女吧....不过全场穿个长裙子高跟鞋跑来跑起去真的没啥意思= =【我真的有买过小时代第一部实体书。。。年幼无知的时候，然而，并没看完】撕逼撕得莫名其妙，...啊槽点多得不知道说什么好了...Neil和顾准很基呀~多一星给四娘，我依然是真的很佩服他,2015-07-22
202,后自愈,1,尼玛这辈子都死而无憾了,2015-07-11
203,薛定谔的彗星,1,可怕片。,2018-05-25
204,伊森女友,1,烂，稳稳的,2018-05-26
205,Hit the road,2,一部片子沦为靠基情、炒作、所谓的彩蛋、预告片和MV维继商业价值，那别说什么艺术价值，估计是负分吧。二星全给一直优秀的拯救我们试听的女主演们，尤其敬业的杨幂。,2014-07-19
206,兔眠,1,看了本片的刘女士表示，这是她兔生开始以来看过的最长的PPT。顺便，郭碧婷是真漂亮啊，漂亮得我看得都想整容。。。,2014-07-18
207,麦田里的终结者,1,个人评分：N/A,2014-07-17
208,子宁不嗣音,1,唉……这等烂片也能火，绑架人民的道德观念……将来被必千万人唾骂！,2015-07-11
209,Mia,1,周崇光丑呀,2017-05-22
210,Leslie,1,一坨故作华丽的翔。,2014-08-13
211,连虎修,3,不知道是不是看的版本太渣的缘故，觉得像剧情转折很奇怪，有的地方还没看懂,2014-11-29
212,Lunar C.,4,没失去过最好的闺蜜大概就不会明白电影所说。,2014-08-18
213,一向高冷的十四,1,撕逼姐妹花，永远不分家,2014-07-30
214,徐绿箜,2,精美MV。,2015-07-16
215,是18呀,2,广告宣传片+撕逼大战+姐妹情深=也是看醉了,2014-09-09
216,Choc Gelato,5,喂，虽然大家演正剧的时候演技略显浮夸，但是浮夸的很好笑好嘛~最喜欢顾里发飙了，又嗲又凶又嗲又凶，宛如我喜欢你哟~为郭导的TASTE加一分……最后，老吴我爱你我爱你，你的声音真的太酥了，前面一个多小时的剧情我都不在乎，听到你的声音就足够了。因为郭导让老吴来唱片尾曲我打五星……,2014-07-18
217,L .,1,希望小朋友们记住120这个急救中心的号码,2014-09-09
218,noname,1,上一部http://movie.douban.com/subject/24721493/ 下一部http://movie.douban.com/subject/24847343/,2017-10-07
219,沙力兔,1,为了体验小四精神还是去看了 本想说一部比一部烂 但回想了一下前两部觉得只是第3部给我带来的心塞更接近所以显得更庞大吧 我只是来看任言恺和李贤宰的 治愈了送走凤小岳的哀伤（在一起 在一起 在一起）李不知道整过没 但前几年跟现在也一样 私心是希望他没整过吧 任言恺完全总裁fu气场太强 腿长两米lol,2014-07-24
220,脱氧核糖十三,1,快被噁心壞了。,2014-12-28
221,Moning,2,水准有下降啊，撕逼撕的好烦，乱七八糟呵呵哒。唯一的正常人是顾源。07/19/2016,2016-07-19
222,小猪大侠,2,剧本简直莫名其妙，想到哪写到哪，毫无逻辑可言。想撕逼就神经病一样的开始大撕逼想合好就突然合好，想死就死，想变种就变种这简直是科幻片么！郭导应该先去读下编剧的基本理论。除了主角之外，其他人都成了摆设。人物的情感线没有一条能讲得清楚的。ps：杨幂还是有潜力可挖的。,2014-07-18
223,九只苍蝇撞墙,1,这回真的是负分了。纯为撕逼而撕逼一点不好玩儿。前两集土屌和男女神之间还有有趣的挑战性互黑。这集纯变初中女生互相挖墙角了。剧作也差劲了很多，永远是前面俩人说话后面有人走过来甩脸子的路子。坏人也不见了，撕逼的结果是大家都是好逼，忒没劲。真不能对某些中国电影期待太多,2014-08-15
224,WEIRDO,4,罗马时装秀，罗马帅哥美女秀，上海帅哥美女秀，周崇光变成了陆烧，宫洺生日土豪趴体，再往后的情节就比较老套路了，因为阴谋撕逼，因为钱撕逼，因为羡慕嫉妒恨撕逼，大撕逼，小撕逼，局部撕逼，居高临下撕逼……郭碧婷不知道吃错了什么东西，把一个贱人演得特别好，比时刻拗着女神的姿态更适合她。,2014-07-17
225,Roooooolls,4,变身特务鸡→开始撕逼噜→我们的逼又拢在一起惹→下一部接着撕！,2014-07-18
226,格里高尔,4,如果能忍受前一小时的虚假做作，从雪中撕逼大战开始展现了郭的才华，不是人精做不到的，我从没看过对穷逼揭露得这么狠的电影，相当于戳脸骂了，顾里之外的三个穷逼遭遇不典型，但人格典型，一时舍己是容易的，不见光的丑态才恒久，弱者以弱为善，对恶却无力自察，这样的洞察让人感动。,2014-12-26
227,阿暖,1,看了二十分钟mv之后突然变成葬礼和撕逼 我的内心是崩溃的 #团建,2018-07-26
228,影启缘末,1,开场3分钟就能如此尴尬的作品也不多了,2020-01-20
229,souvent,1,奇怪的是，《小时代》几乎每部我都看了，但是都没有标记。,2015-07-17
230,木易杨的楊,4,被最后的片段给笑抽了,2017-01-24
231,圆圆的宝贝,2,对于看过小说的人来说只能用三个字来形容:什么鬼？,2017-05-15
232,富嶽百景,3,有笑有泪，足矣。,2014-09-12
233,妖子_,3,往往友情真正的终结，才不会像这样夸张地争吵嘶喊，而是慢慢失了联系，渐渐被彼此遗忘在时光里。……话说回来，姐妹情深姐妹撕逼这样反复的剧情也能演三周目也是……厉害…,2014-09-08
234,Itachi,1,对不起了郭导，票房和口碑你拿走一样就可以了，做人不能太贪心,2014-07-09
235,一天只睡7小时,1,这剧情还要扯蛋到什么地步。。,2014-07-17
236,大黑骡子,2,觉得比1、2 稍好一些，至少MV是拍得有进步了点，也看出剪辑真的很努力很努力。。。。Neil真的太帅啦！,2014-08-25
237,小王子,3,我是来看帅哥搞基的……,2014-09-27
238,莱尼圆,1,剧本上延续了上集的做与扯，闺蜜、情人间的爱恨纠缠循环往复，并将蛇经病撕逼大战上演地更加变本加厉，全片华而不实的MV风格，花絮彩蛋才是郭导所长。新演员方面，锦荣表现ok，替代凤小岳没有造成太大违和感，李贤宰的演技则差得可以。58同城等植入广告令人发笑，片尾的动态广告植入算是开创了先河。,2014-09-08
239,minhe,2,@Regulus_C：看小时代碰见熟人有一种嫖娼被抓的感觉。,2014-07-20
240,爱妻无延,1,哈哈哈哈哈哈哈哈“陆烧”这种二逼名字谁想出来的啊哈哈哈哈,2016-10-29
241,李锦记蒸鱼豉油,3,（20140721于金逸）,2018-08-23
242,麦田守望者,1,把一些符号简单的拼凑起来就能当电影卖，拍电影太简单了吧！,2014-07-17
243,斯  琰 🌈,1,哈哈哈哈哈哈哈哈我终于看完了！撕逼撕逼撕逼好过瘾呐，而且听到这么多普通话比我说得还撇的人，也是好开熏。我终于听到了《微光》这首歌，然后我吐了。P.S 似乎豆瓣电影条目里，“我关注的”短评数最多的就是《小时代1》，高达53位……大家对四娘也是蛮有爱的。,2014-10-24
244,白,3,这是惊悚片么。。。不过郭敬明在这部讲故事的能力提高不少~,2015-03-25
245,又见晴天又见兔,5,撕逼大戏很好看啊,2014-07-22
246,卡特秦,1,顺便打个一星好了,2014-07-17
247,留白,1,一星，滚粗,2014-07-17
248,尐羽,1,我来刷一星 一星 一星,2014-07-17
249,volvamos,2,jd 伊利冠益乳 联想 roseonly fendi 皮草皮草，撕逼撕逼，上海又tm下雪了，各种慢镜头，怪说不得一部变成两部，明明一起拍的分要圈钱放了那么多慢镜头也是满拼的，然后时间煮雨，又和好了。。。,2015-02-08
250,伞保护协会,3,我觉得还是要给别的国产大片留点位置。。电影做工还可以。。。另外你可以说这个电影蠢，但是它本身并不怎么恶。一星还是留给那些一边占着资源捞钱一边拿价值观绑架中国电影的货吧。,2014-07-22
251,筱晗,3,这一部起码有剧情，而且还蛮搞笑，最难得是歌蛮好听的,2014-09-30
252,铎奇,3,看脸（郭碧婷就值满分了，再白搭个李贤宰有赚）。笑点蛮多哎，郭碧婷就一直撩头发一直撩头发一直撩头发♥……顾里和林萧真的不是一对儿吗。>.<,2014-08-10
253,浪花牡丹饼,1,请赐我一个陈学冬(周崇光）这样的男朋友。电影?没啥可说哒。 如果说情怀，小时代也可以算啦，反正小三真的比小一小二好一点，因为我看时代姐妹花撕逼又和好时还是有感动到，看结尾崇光那个手势和林萧的笑容还是有感动到。不过好在这虎头蛇尾和之后的精彩将我拍醒。小时代没有情怀，只是品牌。,2014-07-17
254,浴巾小狼,3,廉价的奢华。但还是被廉价的友情感动了。确实比后会无期能看很多。,2014-11-07
255,私房歌,1,郭敬明就差拍场性Party了。,2014-10-13
256,天妇罗盖饭,5,要我选一部被观众严重低估的电影我一定首选这部，所有给这部电影打一星、两星的豆瓣用户都要疯狂地给郭敬明道歉。在这部电影里，郭敬明运用各种高技巧的拍摄手法让自己的电影主人公的服化、道具、场景最大程度发挥出它们的美和华丽。剪辑使用格塔尔效应使杨幂的哭戏达到了不同层次的效果，继李少红后可能再也没有哪个导演会对杨幂这么用心了。杨幂无法在罗马拍摄，郭敬明的抠图技术也是一流。谢依霖和时代姐妹花的搞笑在这部戏里面被郭敬明调教到发挥得淋漓尽致，最后42分钟的撕逼场景也成功刺激影厅里大部分人的泪腺，结尾彩蛋和MV也诚意满满。看完之后意犹未尽，刷了三遍。,2019-10-31
257,左月水草,1,能不给星嘛,2014-07-21
258,更深的白色,2,我是个厚道人，不吐槽不调侃，但还是觉得咋又退步了呢。碟中谍那场不错！撕逼都不好好撕实在失望。,2014-09-01
259,行走在孤独星球,3,冲着衣服配乐还有演员的脸！怎么说小说那种深度的情感表达还是有欠缺吧。郭敬明喜爱的慢动作镜头看多了也有点不能忍。。。,2014-07-20
260,喵小有为来欧欧,1,撕逼大戏，喜欢这部电影与否是判断是否是朋友的方法。,2015-01-27
261,凉水,3,毫不意外地，在故事的最后，撕逼撕成了一个圆满的圆。不论如何，如果2015春节电影院能有4部马拉松连映我是一定会去看哒！！！copy易老师的一个说法，打三星是为了和韩寒的后会有期拉开差距来。,2014-07-20
262,Ir,3,剧情比前两部更扯，一直在吐槽广告植入，roseonly的花丑哭戏份还那么重一定塞了不少钱。但郭碧婷真的太好看了，应该去演喜剧！,2014-07-10
263,仁慈的父,2,过去的模式是欢快+撕逼+欢快结局，如今变成欢快+一般的撕逼+彻底的撕逼+打脸又和好+欢快的结局，感情编剧都是精分吗？到底懂不懂女人，女人之间只要真的那样撕逼起来，况且还撕逼到破相的地步！没有个十年二十年能和好吗？！唯一有演技的只有唐宛如。不过还是想看没有柯震东这面瘫的货该如何大结局。,2014-09-26
264,小青争,4,上大学后二刷小时代，脑子似乎更清醒了些，看得更明白了，当初喜欢林萧，因为演员和崇光，现在更多的是赞赏以及心疼顾里。在我的大学里没有这样的友情，经过两年的接触，真心必须要付出，与此同时并不要计较得失，不要要求对方回复相同的真心，因为真的很难且情有可原。做一个善良孤独的人不是什么错，对待每一个人友善，即使是保持远距离的朋友或者找寻不到真心朋友也没有关系。坚强和善良是很可贵的品质，心灵丰满和内心强大比任何虚幻、华而不实、片刻的幸福感，更长久、更安全。                             要善良，要美好，要爱人。,2018-08-30
265,是狐狸啊,4,真的觉得特别好 看哭😭,2017-01-15
266,鬼 鬼 ™,1,能告诉我他妈的到底演得是什么吗，要剧情没剧情，就是一群所谓的名媛开开趴体，连勾心斗角都那么牵强，不能zhuangbility能死吗？？？我了个大曹，还好票是人家送的，如果我自己买煽死我自己。,2014-07-22
267,D,2,第17部,2014-07-22
268,彦夕,1,八佰伴。,2014-07-18
269,小能七九西,1,對三部從導演到演員一直保持的初中生水平感到肅然起敬。真是學習成績穩定……,2014-11-18
270,毛,1,我的妈 这摄影也算PPT？,2015-09-17
271,菅田家小鸡蛋,4,顾准好帅_(:з」∠)_,2014-12-29
272,很好很会吃米,5,这么一改Neil就跟顾准有血缘关系了啊！！！！！！！！！！！！！！表兄弟怎么能在一起！！！！！！！！！！！！！！！！！,2014-08-22
273,暗香盈袖,3,感觉给每部小时代重新打分的自己真正的老了,2018-09-10
274,张和解,2,NIEL颜值两星，没了。,2014-07-25
275,Λvril Lavigne,1,痛经时代。,2014-10-01
276,阳光清清,2,难以忍受，竟然把霸道总裁给换人了！原来的帅总呢！说好的更深入心理细节呢？换了个人你这是闹哪样？！然后是女神莫名回归，各种感情戏出场莫名其妙，无聊的偷窃，最后撕得很愉快，可是为什么每次都要下雪？看得我冷飕飕的。特别喜欢腹黑女神南湘这个角色，一个主人养四只宠，总有一只求独立的。,2015-11-02
277,仰望星空不好吃,1,替我那迟到的半小时不值,2014-08-04
278,帕布莉卡,1,嘘！一定不能让人知道我已经偷偷看了三部。。。杨幂真是让人佩服，怀孕一点看不出肚子。,2014-09-20
279,香蕉,1,撕逼时代…越拍越难看，郭导比较适合拍mv和花絮……一块块的片段，无头无尾，衔接不当的，真是像在作梦。冲着时装去的也省省吧，都是冬装←_←,2014-07-25
280,7,2,节操碎一地,2014-10-02
281,神山樹,2,啥？呵呵,2014-09-16
282,interesting,4,浮夸：那些看似没必要的战争都是在帮我们的关系进行排毒，让我们的相处能够更加真实。,2014-08-18
283,Q·ian·Sivan,1,—— 李賢宰的中文若是沒字幕簡直要通靈才能懂...,2014-08-22
284,wise爱喵咪,1,如果撕逼大战再精彩些，我会多加一颗星,2014-09-06
285,神哥,1,为了在上海拍摄冬天这撕逼真的是拼了！就是剧情介绍的太快还没听懂顾里跟谁睡了呢……感谢刘老师。,2019-07-07
286,link,1,第一部的臭味还没散，别来了好吗,2018-05-26
287,瓦瓦,1,真的好不想标记自己看过这部电影，真的,2014-10-09
288,seamouse,1,我干嘛要自虐看这样的电影呢？毕竟觉得一二部还算看得下去啊。这部真起到咆哮疗法作用了，让我跟着那些撕逼婊大喊出来。,2015-01-17
289,Qing,3,营销多重结局的话题度确实很大 但是小四你也要清楚我们买单的是原著啊 前两部都没看 看最后一部也是为给我的追连载的曾经画上一个句号（换宫洺真的接受无能） 至此无他,2017-03-08
290,MaxZ 等等等等,2,可能是因为没有凤小岳，我看的一点也不开心,2014-08-18
291,丁卯,2,1.流利讲故事这个基本要求都做不到，还整闪回倒叙啥的 2.往喜剧方向发展好像还有点救，加油郭导 3.此系列三部曲很好的诠释了什么叫空洞而无用的灵魂,2015-06-16
292,Lea | 等待光。,3,说自己特意赶在下档前跑去影院看了貌似有点耻，但小时代有高中时候的回忆啊~~何况今天还是跟高中的室友一起看的~有笑点有泪点也有腐点~还是挺OK 的~,2014-08-13
293,一贫如洗刘扬扬,2,我尴尬到脚趾抠地把我家地板抠透我掉到楼下邻居家邻居骂我怎么二十了还看小时代看的津津有味直呼精彩,2020-08-27
294,chloe,1,再高的颜值也无法弥补剧情的硬伤。。。怎么一部不如一部了呢。。。情节越来越少。。mv长镜头越来越多。。。真的不值得去影院刷票房。。幸好没去呀。。。,2015-05-03
295,leon,1,恨不得给负分，为毛没有负分,2014-08-18
296,没意思大王,3,我觉得应该叫做基腐时代,2014-07-18
297,伶仃,2,这个戏最有趣的是在一些街景出现的路人演员，看起来和主角们仿佛根本不在一个次元。好魔幻的上海故事。,2014-12-14
298,毛毛崽哈,3,看过…,2018-09-05
299,Vermouth .,1,车上影片,2014-10-21
300,上限一百一,2,没2好看,2016-10-17
301,拽拽歪歪&YY,4,卧槽我觉得这一部简直就是三部里面最好看的啊！然后第四部预告里面柯震东穿囚服的样子好帅啊！！,2014-07-29
302,最初的样子,5,友情真好,2019-11-20
303,熊大茸,1,撕逼撕得好有爆发力，交叉撕逼300年。,2015-09-22
304,mikaholic,1,一部以中二故事大纲为基调、叙事零逻辑、场面零调度、剪接零节奏、演员零演技、整体零智商的电影 因为单位集体活动入场看了结果拉高了整个影院的年龄这事我会说么!,2014-08-26
305,可乐杨,2,BGM的使用也太任意妄为了,2014-09-10
306,活在梦中的稀饭,3,两星给精彩的撕B大战，1星给我的幂幂......,2014-10-20
307,我不认识你,2,沉浸在了感动中,2014-07-30
308,小谷哥 ?,3,当ppt看就好,2018-09-07
309,Lazy Designer,1,没看就不能打分？偏要打，要是能打负分就打负分了。,2016-07-27
310,茫茫人海中,1,再去电影院看小时代4我就自裁以谢天下,2014-07-18
311,夏洛雨,2,虽然狗血，但是至少养眼还能看下去,2016-06-28
312,阿诺说,2,原来以为就是一堆花瓶，没想到还摆出了thriller的架势，云霄飞车不知怎么的就跑上去了，然后到最顶上的时候，噗一下... 好吧，其实看情节谁看小时代阿，画面够美丽就够了...额，我好肤浅 ps 宫洺居然换人不告诉我！,2014-09-04
313,A。,2,我之前对郭敬明的印象是，他是一个谁都不爱的人，不爱自己，不爱他人，但要成功，要钱，要凸显自己价值，他甚至让我想起《血色将至》中的黑金大王。但看到他镜头下把陈学冬拍出真爱的气息，反而有了些好感。,2014-12-27
314,不醉无归爱谁谁,2,看时装、看风景、看整容、看鲜肉……配乐一半儿还行。还是老话，顾里坐在金钱塔尖，只能砸钱买她的女王范儿。从头到尾，每个人之间有过信任吗？各种买与收买。,2014-07-23
315,逢愉呀！,3,南湘太过分了……顾里竟然能忍，再看一遍才觉得郭碧婷真的只适合当女神，又一次被顾里惨哭……,2019-11-15
316,猫的天空下起鱼,4,"九姑娘一起看的。
毕竟是当年的青春。其实中间有些感情还挺像我们当年，虽然傻逼，但就是青春。
一边骂着垃圾，一边还一场不落。
90后就是一群不前不后比较尴尬的一代吧，还残留点青春，但物欲也干扰青春的一代。",2018-09-10
317,德卡的羊,2,40/100，我居然每一部都看过想想真是太可怕了。,2018-01-14
318,奔奔,2,每集就是吵架和好，然后下一集接着重复。,2014-07-18
319,drunkenstain,1,看过预告片，为低分做出一点贡献,2014-07-21
320,地铁里的季风,2,柯某的吸毒被捕居然勾起了一看此片的念头 看完以后除了几个时尚镜头啥也没记住 剧情？就是个弱智渣的程度吧 | 居然还有第四部,2014-08-20
321,Cycble,5,撕逼好好看，这才是中国好闺蜜嘛。[拜拜],2014-10-23
322,侧耳倾听,3,郭敬明的格局确实小,2019-08-04
323,浮生若夢,1,烂傻了，蠢哭了,2014-11-02
324,鲜橙多,5,还可以吼 依旧爱顾里  ,2018-09-01
325,卡卡,1,小时代还真是一部比一部烂。到了3以及什么都没有了。只有几部超长的镜头唯美的MV连串。以杨幂陈学冬为首的几位主演的演技真是吓死我了。连特工戏都要来掺和一下，你就不能好好的说故事么。,2015-06-09
326,不莱梅的音乐家,1,其实除了剧本烂，别的倒都还不错，对于华语电影来说已经算是烂片里比较好的了。,2015-07-12
327,这货是牛奶,1,第一部还能看到点用功，往后就真的是在扯了,2017-01-17
328,对抗拖延,1,2014年8月17日23:14:20，这是那一撮人的青春啊，果断一分啊，乱糟糟的毫无意义。或许这就是真实的生活,2014-08-17
329,Anasta,3,哎,2014-10-30
330,鸦雀,2,撕逼的部分竟然还有点精彩 虽然毫无逻辑 ,2020-04-22
331,波提切利的天使,1,这一部更是以假死亡这种桥段拉低商战题材下限。玫瑰花雪地的顶级视觉效果再也无法挽救傻逼到极点的撕逼情节。 而旅行vlog和特工YY情节笑点是唯一可取之处，获得一星好评。,2018-04-13
332,贝塔先生,2,某些东西离我们生活太远，远到无法用经验来衡量，但似乎又觉得是错的。,2014-07-19
333,李多余,3,居然看哭了我也是醉了。。。。,2014-10-31
334,Sunflower,2,不得不说花絮很好看,2015-07-18
335,【小V】,1,不爱看,2015-01-31
336,V.Dunham,2,超长夜用MV.......但这么喜剧看得我还蛮欢乐的...,2014-07-20
337,劣者不是故意的,3,现在每次看见顾源都想起二翔2333333,2014-08-16
338,我初中就一直在练习变成哪吒,1,妈呀什么鬼。。。。白眼都翻不回来了,2014-10-08
339,Véra知彼不知己,2,呵呵,2014-09-11
340,屿山,2,给唐宛如和头皮屑般的飘雪。,2014-07-27
341,果果爱哥哥,3,只能说主演很好看,2018-08-18
342,晴语,1,一星给郭碧婷,2015-01-08
343,小游魂,1,坐等第四部，不能更期待。,2014-09-28
344,木阿瞳,1,无力吐槽,2015-01-12
345,蓝血大不列滇人,2,这一部也很差！哭的我头都大了！！！ 可是这一部的彩蛋太精彩。给彩蛋评分我可能要打5星,2015-08-02
346,媛熙,2,这应该是系列里姐妹情最无语的了吧,2017-11-21
347,C罗最爱的老婆,2,小gay给一星 吴亦凡给一星,2014-07-18
348,U'si,2,可以不要拉近景吗导演！不造屏幕已经够大了很吓人的好吗！！,2014-07-17
349,回忆与否之,1,还好旅行回来时已经下映了，真佩服那些看了两遍而且觉得好看到哭的同学，怎么做到的。,2017-07-23
350,开胯教练卢川纯,1,我居然去影院看了？！,2014-07-17
351,狸猫,1,尼玛。。。。,2014-09-28
352,DonyLu,3,不需要想太多，还不错,2015-03-13
353,Virgin..,3,为100分钟左右那段戏加一星儿吧 几个女孩儿在这样的戏里满地打滚也怪不容易的 说的是替身演员啊!:).。,2017-08-12
354,我还没想好,3,小时代日常：和谐-撕逼-和谐,2017-12-02
355,慎独,1,时代姐妹花，撕逼无线大。不快进对不起这部好电影啊。,2014-12-27
356,小闪电呀小闪电,2,就看hold住姐耍彪了,2014-09-29
357,少女N,1,现在看感觉郭敬明和毕志飞用的是同一套美学系统。以及女生之间真的不用“好姐妹”这个称呼啊，笑死。,2018-05-27
358,罗弘霉素,1,一言不合就被绿。,2018-03-12
359,每天都很困,2,有颜值，有诚意，但是去电影院看还是有一些浪费了。,2017-09-10
360,曾跃楼,5,太他妈唯美了～不接地气～,2020-04-21
361,花都满,1,#人情不好拒绝被迫看首映# 出来后一男一女对话“剧情不错。”“画面好看。”“导演手法好娴熟啊！”“真好看！”——卧槽咱看的是一个片么？！,2014-07-18
362,万物作焉而不辞,1,一直是这个套路啊,2017-06-19
363,格染,1,昨晚吃饭梅老师调笑提到来看。MV大合集的既视感竟还有人拍手叫好说是反类型我只能表示三观不同，变焦推的镜头运动在情书里有着情绪表达的作用，可在这里我看不到它除了显摆逼格还有什么价值。正要吐槽说上海哪有这么大这么久的雪给你掰扯，杨幂旁白就说：人们都说那是上海难得一见的一场大雪...瞬间...,2014-10-28
364,不知叫逗拌还是痘办,2,"郭敬明在选角，摄影，造型，时尚，布景，道具，物料，宣传，甚至和演员搞好关系方面，都是一流的。
他去拍MV肯定特别强。但要拍长片故事，还需磨练，尤其出道作还摊上小时代这种nt剧本。",2020-07-16
365,Bill 2.0,1,看完我好想回去把前两部由一星改为两星,2014-07-31
366,荷纳梨,1,"知道很烂，但又忍不住要进电影院看导演怎么作……
两年后我来修改，回过头来为何当初会精神分裂到要去电影院看这部写在脸上的烂片
大抵是因为我不想成为那些还没看片就给他打一星的人，看过了便可以名正言顺地为自己的观影体验打上中立而中肯的一星。真的",2014-07-19
367,Aragaki,2,居然是和zero一起看的，笑尿了都,2014-12-07
368,瓦达西瓦又又又桑只爱这巧克力,2,冲李贤宰看的。。。。。。。以及宫洺宴会偷东西那我的确笑了。。。。【我现在是不是太纵容自己给烂片打高分的行为了？。。,2014-08-25
369,F.🍊,2,吵什么吵，就这么一点事。今天我们大家之所以欢聚在这里，是为我们从小到大的好朋友顾里，庆祝她的生日。 我从小就很悲惨，家庭和爱情都很不顺。我曾经经历了很多恶心的事情和悲惨的遭遇。而带给我最大伤害的人，席城，大家也都认识。还好，我遇到了顾里，这些年来，多亏了她的照顾。无论别人觉得顾里有多么冷酷，多么不近人情，多么自私自利，但我知道，她不是这样。或者是说，她不全是这样。所以，她才会奋不顾身地想要拯救我，或者是分担我的痛苦，甚至是亲自品尝了我的痛苦。简单来说，她也就和我一样，和席城上床了。而最讽刺的是，她却以为我并不知道。可是顾里啊，我们是如此情谊深厚的姐妹，我怎么会不知道呢。所以今天，我要敬我的好姐妹，感谢她，分享我的悲惨人生。我也发自内心地祝愿她，从此以后，和我的人生一样，开始发烂，发臭！,2020-08-18
370,科尼斯堡的邮差,1,呕吐,2017-11-24
371,戒八,1,精彩的段子和完整的电影之间的区别,2014-07-22
372,江上,5,陈学冬减分，然而得忍着,2016-10-04
373,想念season,3,3竟然出乎意料的比1和2好看这不科学……,2015-05-25
374,女侠乌雪雪,2,畅销导演常有的毛病，玩起来有点失控了。,2014-10-07
375,林先生的小可爱,2,MTV大合集……,2014-10-01
376,Lily,1,年度最佳台词：没有钱你跟我要！,2014-09-27
377,一只幸运的小猪,3,郭敬明小说改编，郭敬明导演的电影中算很不错的了。可以一看。,2019-11-22
